,Class,SubClass,Name,Type,Item,Content,Rank,Average,123123
0,水果类及制品,仁果类,红香蕉苹果,类型,项目,含量,同类排名,同类均值,含量水平
1,水果类及制品,仁果类,红香蕉苹果,能量与相关成分,食部(Edible),87%,15,83%,
2,水果类及制品,仁果类,红香蕉苹果,能量与相关成分,水分(Water),86.9g,12,83.3g,
3,水果类及制品,仁果类,红香蕉苹果,能量与相关成分,能量(Energy),223kJ,34,287kJ,
4,水果类及制品,仁果类,红香蕉苹果,能量与相关成分,蛋白质(Protein),0.4g,13,0.5g,
5,水果类及制品,仁果类,红香蕉苹果,能量与相关成分,脂肪(Fat),0.2g,12,0.6g,
6,水果类及制品,仁果类,红香蕉苹果,能量与相关成分,胆固醇(Cholesterol),,,,
7,水果类及制品,仁果类,红香蕉苹果,能量与相关成分,灰分(Ash),0.2g,30,0.4g,
8,水果类及制品,仁果类,红香蕉苹果,能量与相关成分,碳水化合物(CHO),12.3g,34,15.2g,
9,水果类及制品,仁果类,红香蕉苹果,能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,水果类及制品,仁果类,红香蕉苹果,维生素,胡萝卜素(Carotene),100.0μg,3,42.7μg,
11,水果类及制品,仁果类,红香蕉苹果,维生素,维生素A(Vitamin),,,,
12,水果类及制品,仁果类,红香蕉苹果,维生素,α-TE,—,,,
13,水果类及制品,仁果类,红香蕉苹果,维生素,硫胺素(Thiamin),0.01mg,32,0.02mg,
14,水果类及制品,仁果类,红香蕉苹果,维生素,核黄素(Riboflavin),0.02mg,17,0.04mg,
15,水果类及制品,仁果类,红香蕉苹果,维生素,烟酸(Niacin),0.10mg,25,0.23mg,
16,水果类及制品,仁果类,红香蕉苹果,维生素,维生素C(Vitamin C),3.0mg,25,6.5mg,
17,水果类及制品,仁果类,红香蕉苹果,矿物质,钙(Ca),5mg,21,12mg,
18,水果类及制品,仁果类,红香蕉苹果,矿物质,磷(P),8mg,26,21mg,
19,水果类及制品,仁果类,红香蕉苹果,矿物质,钾(K),85mg,20,106mg,
20,水果类及制品,仁果类,红香蕉苹果,矿物质,钠(Na),2.0mg,20,2.3mg,
21,水果类及制品,仁果类,红香蕉苹果,矿物质,镁(Mg),3mg,33,7mg,
22,水果类及制品,仁果类,红香蕉苹果,矿物质,铁(Fe),0.6mg,12,0.7mg,
23,水果类及制品,仁果类,红香蕉苹果,矿物质,锌(Zn),0.02mg,33,0.27mg,
24,水果类及制品,仁果类,红香蕉苹果,矿物质,硒(Se),0.10μg,20,0.77μg,
25,水果类及制品,仁果类,红香蕉苹果,矿物质,铜(Cu),0.22mg,9,0.53mg,
26,水果类及制品,仁果类,红香蕉苹果,矿物质,锰(Mn),0.02mg,33,0.07mg,
27,水果类及制品,仁果类,红香蕉苹果,矿物质,碘(I),,,,
28,水果类及制品,仁果类,红香蕉苹果,脂肪酸,饱和脂肪酸(SFA),—,,,
29,水果类及制品,仁果类,红香蕉苹果,脂肪酸,单不饱和脂肪酸(MUFA),—,,,
30,水果类及制品,仁果类,红香蕉苹果,脂肪酸,多不饱和脂肪酸(PUFA),—,,,
31,水果类及制品,仁果类,红香蕉苹果,脂肪酸,合计(Total),—,,,
0,水果类及制品,仁果类,红玉苹果,类型,项目,含量,同类排名,同类均值,含量水平
1,水果类及制品,仁果类,红玉苹果,能量与相关成分,食部(Edible),84%,26,83%,
2,水果类及制品,仁果类,红玉苹果,能量与相关成分,水分(Water),84.7g,34,83.3g,
3,水果类及制品,仁果类,红玉苹果,能量与相关成分,能量(Energy),261kJ,13,287kJ,
4,水果类及制品,仁果类,红玉苹果,能量与相关成分,蛋白质(Protein),0.2g,31,0.5g,
5,水果类及制品,仁果类,红玉苹果,能量与相关成分,脂肪(Fat),0.2g,12,0.6g,
6,水果类及制品,仁果类,红玉苹果,能量与相关成分,胆固醇(Cholesterol),,,,
7,水果类及制品,仁果类,红玉苹果,能量与相关成分,灰分(Ash),0.2g,30,0.4g,
8,水果类及制品,仁果类,红玉苹果,能量与相关成分,碳水化合物(CHO),14.7g,12,15.2g,
9,水果类及制品,仁果类,红玉苹果,能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,水果类及制品,仁果类,红玉苹果,维生素,胡萝卜素(Carotene),10.0μg,25,42.7μg,
11,水果类及制品,仁果类,红玉苹果,维生素,维生素A(Vitamin),,,,
12,水果类及制品,仁果类,红玉苹果,维生素,α-TE,—,,,
13,水果类及制品,仁果类,红玉苹果,维生素,硫胺素(Thiamin),0.02mg,19,0.02mg,
14,水果类及制品,仁果类,红玉苹果,维生素,核黄素(Riboflavin),0.02mg,17,0.04mg,
15,水果类及制品,仁果类,红玉苹果,维生素,烟酸(Niacin),0.50mg,6,0.23mg,
16,水果类及制品,仁果类,红玉苹果,维生素,维生素C(Vitamin C),,,,
17,水果类及制品,仁果类,红玉苹果,矿物质,钙(Ca),,,,
18,水果类及制品,仁果类,红玉苹果,矿物质,磷(P),,,,
19,水果类及制品,仁果类,红玉苹果,矿物质,钾(K),,,,
20,水果类及制品,仁果类,红玉苹果,矿物质,钠(Na),,,,
21,水果类及制品,仁果类,红玉苹果,矿物质,镁(Mg),,,,
22,水果类及制品,仁果类,红玉苹果,矿物质,铁(Fe),,,,
23,水果类及制品,仁果类,红玉苹果,矿物质,锌(Zn),,,,
24,水果类及制品,仁果类,红玉苹果,矿物质,硒(Se),,,,
25,水果类及制品,仁果类,红玉苹果,矿物质,铜(Cu),,,,
26,水果类及制品,仁果类,红玉苹果,矿物质,锰(Mn),,,,
27,水果类及制品,仁果类,红玉苹果,矿物质,碘(I),,,,
28,水果类及制品,仁果类,红玉苹果,脂肪酸,饱和脂肪酸(SFA),—,,,
29,水果类及制品,仁果类,红玉苹果,脂肪酸,单不饱和脂肪酸(MUFA),—,,,
30,水果类及制品,仁果类,红玉苹果,脂肪酸,多不饱和脂肪酸(PUFA),—,,,
31,水果类及制品,仁果类,红玉苹果,脂肪酸,合计(Total),—,,,
0,蔬菜类及制品,根菜类,青萝卜,类型,项目,含量,同类排名,同类均值,含量水平
1,蔬菜类及制品,根菜类,青萝卜,能量与相关成分,食部(Edible),95%,4,90%,
2,蔬菜类及制品,根菜类,青萝卜,能量与相关成分,水分(Water),91.0g,8,90.3g,
3,蔬菜类及制品,根菜类,青萝卜,能量与相关成分,能量(Energy),145kJ,7,156kJ,
4,蔬菜类及制品,根菜类,青萝卜,能量与相关成分,蛋白质(Protein),1.3g,3,1.1g,
5,蔬菜类及制品,根菜类,青萝卜,能量与相关成分,脂肪(Fat),0.2g,1,0.1g,
6,蔬菜类及制品,根菜类,青萝卜,能量与相关成分,胆固醇(Cholesterol),,,,
7,蔬菜类及制品,根菜类,青萝卜,能量与相关成分,灰分(Ash),0.7g,6,0.7g,
8,蔬菜类及制品,根菜类,青萝卜,能量与相关成分,碳水化合物(CHO),6.8g,7,7.7g,
9,蔬菜类及制品,根菜类,青萝卜,能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,蔬菜类及制品,根菜类,青萝卜,维生素,胡萝卜素(Carotene),60.0μg,5,615.7μg,
11,蔬菜类及制品,根菜类,青萝卜,维生素,维生素A(Vitamin),,,,
12,蔬菜类及制品,根菜类,青萝卜,维生素,α-TE,—,,,
13,蔬菜类及制品,根菜类,青萝卜,维生素,硫胺素(Thiamin),0.04mg,4,0.03mg,
14,蔬菜类及制品,根菜类,青萝卜,维生素,核黄素(Riboflavin),0.06mg,1,0.03mg,
15,蔬菜类及制品,根菜类,青萝卜,维生素,烟酸(Niacin),,,,
16,蔬菜类及制品,根菜类,青萝卜,维生素,维生素C(Vitamin C),14.0mg,10,20.6mg,
17,蔬菜类及制品,根菜类,青萝卜,矿物质,钙(Ca),40mg,6,38mg,
18,蔬菜类及制品,根菜类,青萝卜,矿物质,磷(P),34mg,4,27mg,
19,蔬菜类及制品,根菜类,青萝卜,矿物质,钾(K),232mg,5,186mg,
20,蔬菜类及制品,根菜类,青萝卜,矿物质,钠(Na),69.9mg,3,48.1mg,
21,蔬菜类及制品,根菜类,青萝卜,矿物质,镁(Mg),12mg,11,18mg,
22,蔬菜类及制品,根菜类,青萝卜,矿物质,铁(Fe),0.8mg,6,0.9mg,
23,蔬菜类及制品,根菜类,青萝卜,矿物质,锌(Zn),0.34mg,5,0.34mg,
24,蔬菜类及制品,根菜类,青萝卜,矿物质,硒(Se),0.60μg,7,0.78μg,
25,蔬菜类及制品,根菜类,青萝卜,矿物质,铜(Cu),0.02mg,10,0.04mg,
26,蔬菜类及制品,根菜类,青萝卜,矿物质,锰(Mn),0.12mg,4,0.15mg,
27,蔬菜类及制品,根菜类,青萝卜,矿物质,碘(I),,,,
28,蔬菜类及制品,根菜类,青萝卜,脂肪酸,饱和脂肪酸(SFA),—,,,
29,蔬菜类及制品,根菜类,青萝卜,脂肪酸,单不饱和脂肪酸(MUFA),—,,,
30,蔬菜类及制品,根菜类,青萝卜,脂肪酸,多不饱和脂肪酸(PUFA),—,,,
31,蔬菜类及制品,根菜类,青萝卜,脂肪酸,合计(Total),—,,,
0,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),类型,项目,含量,同类排名,同类均值,含量水平
1,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),能量与相关成分,食部(Edible),88%,8,94%,
2,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),能量与相关成分,水分(Water),74.1g,5,66.6g,
3,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),能量与相关成分,能量(Energy),599kJ,9,837kJ,
4,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),能量与相关成分,蛋白质(Protein),13.3g,8,14.7g,
5,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),能量与相关成分,脂肪(Fat),8.8g,10,14.6g,
6,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),能量与相关成分,胆固醇(Cholesterol),585mg,6,777mg,
7,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),能量与相关成分,灰分(Ash),1.0g,7,1.4g,
8,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),能量与相关成分,碳水化合物(CHO),2.8g,7,2.9g,
9,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),维生素,胡萝卜素(Carotene),,,,
11,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),维生素,维生素A(Vitamin),234.0μg,5,227.8μg,
12,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),维生素,α-TE,—,,,
13,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),维生素,硫胺素(Thiamin),0.11mg,4,0.08mg,
14,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),维生素,核黄素(Riboflavin),0.27mg,10,0.33mg,
15,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),维生素,烟酸(Niacin),0.20mg,2,0.18mg,
16,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),维生素,维生素C(Vitamin C),,,,
17,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),矿物质,钙(Ca),56mg,6,82mg,
18,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),矿物质,磷(P),130mg,10,210mg,
19,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),矿物质,钾(K),154mg,2,124mg,
20,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),矿物质,钠(Na),131.5mg,4,116.2mg,
21,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),矿物质,镁(Mg),10mg,7,12mg,
22,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),矿物质,铁(Fe),2.0mg,6,2.8mg,
23,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),矿物质,锌(Zn),1.10mg,7,1.72mg,
24,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),矿物质,硒(Se),14.30μg,8,16.77μg,
25,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),矿物质,铜(Cu),0.15mg,4,0.14mg,
26,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),矿物质,锰(Mn),0.04mg,5,0.03mg,
27,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),矿物质,碘(I),,,,
28,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),脂肪酸,饱和脂肪酸(SFA),—,,,
29,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),脂肪酸,单不饱和脂肪酸(MUFA),—,,,
30,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),脂肪酸,多不饱和脂肪酸(PUFA),—,,,
31,蛋类及制品,鸡蛋,蛋（鸡蛋，均值),脂肪酸,合计(Total),—,,,
0,畜肉类及制品,猪,猪肉(后臀尖),类型,项目,含量,同类排名,同类均值,含量水平
1,畜肉类及制品,猪,猪肉(后臀尖),能量与相关成分,食部(Edible),97%,30,93%,
2,畜肉类及制品,猪,猪肉(后臀尖),能量与相关成分,水分(Water),54.0g,29,55.1g,
3,畜肉类及制品,猪,猪肉(后臀尖),能量与相关成分,能量(Energy),1388kJ,13,1164kJ,
4,畜肉类及制品,猪,猪肉(后臀尖),能量与相关成分,蛋白质(Protein),14.6g,27,15.7g,
5,畜肉类及制品,猪,猪肉(后臀尖),能量与相关成分,脂肪(Fat),30.8g,10,21.8g,
6,畜肉类及制品,猪,猪肉(后臀尖),能量与相关成分,胆固醇(Cholesterol),87mg,25,172mg,
7,畜肉类及制品,猪,猪肉(后臀尖),能量与相关成分,灰分(Ash),0.6g,36,2.2g,
8,畜肉类及制品,猪,猪肉(后臀尖),能量与相关成分,碳水化合物(CHO),Tr,,,
9,畜肉类及制品,猪,猪肉(后臀尖),能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,畜肉类及制品,猪,猪肉(后臀尖),维生素,胡萝卜素(Carotene),,,,
11,畜肉类及制品,猪,猪肉(后臀尖),维生素,维生素A(Vitamin),16.0μg,15,218.5μg,
12,畜肉类及制品,猪,猪肉(后臀尖),维生素,α-TE,—,,,
13,畜肉类及制品,猪,猪肉(后臀尖),维生素,硫胺素(Thiamin),0.26mg,19,0.27mg,
14,畜肉类及制品,猪,猪肉(后臀尖),维生素,核黄素(Riboflavin),0.11mg,27,0.21mg,
15,畜肉类及制品,猪,猪肉(后臀尖),维生素,烟酸(Niacin),2.80mg,29,4.47mg,
16,畜肉类及制品,猪,猪肉(后臀尖),维生素,维生素C(Vitamin C),,,,
17,畜肉类及制品,猪,猪肉(后臀尖),矿物质,钙(Ca),5mg,38,15mg,
18,畜肉类及制品,猪,猪肉(后臀尖),矿物质,磷(P),130mg,23,135mg,
19,畜肉类及制品,猪,猪肉(后臀尖),矿物质,钾(K),178mg,27,206mg,
20,畜肉类及制品,猪,猪肉(后臀尖),矿物质,钠(Na),57.5mg,37,392.7mg,
21,畜肉类及制品,猪,猪肉(后臀尖),矿物质,镁(Mg),12mg,28,17mg,
22,畜肉类及制品,猪,猪肉(后臀尖),矿物质,铁(Fe),1.0mg,37,3.1mg,
23,畜肉类及制品,猪,猪肉(后臀尖),矿物质,锌(Zn),0.84mg,39,2.12mg,
24,畜肉类及制品,猪,猪肉(后臀尖),矿物质,硒(Se),2.90μg,44,11.94μg,
25,畜肉类及制品,猪,猪肉(后臀尖),矿物质,铜(Cu),0.13mg,15,0.16mg,
26,畜肉类及制品,猪,猪肉(后臀尖),矿物质,锰(Mn),,,,
27,畜肉类及制品,猪,猪肉(后臀尖),矿物质,碘(I),,,,
28,畜肉类及制品,猪,猪肉(后臀尖),脂肪酸,饱和脂肪酸(SFA),36.8%,22,31.9%,
29,畜肉类及制品,猪,猪肉(后臀尖),脂肪酸,单不饱和脂肪酸(MUFA),45.6%,21,39.6%,
30,畜肉类及制品,猪,猪肉(后臀尖),脂肪酸,多不饱和脂肪酸(PUFA),11.6%,13,11.3%,
31,畜肉类及制品,猪,猪肉(后臀尖),脂肪酸,合计(Total),95.6%,33,83.0%,
0,速食食品,快餐食品,鸡肉汉堡(肯德基),类型,项目,含量,同类排名,同类均值,含量水平
1,速食食品,快餐食品,鸡肉汉堡(肯德基),能量与相关成分,食部(Edible),100%,1,97%,
2,速食食品,快餐食品,鸡肉汉堡(肯德基),能量与相关成分,水分(Water),43.3g,20,47.8g,
3,速食食品,快餐食品,鸡肉汉堡(肯德基),能量与相关成分,能量(Energy),1264kJ,6,1114kJ,
4,速食食品,快餐食品,鸡肉汉堡(肯德基),能量与相关成分,蛋白质(Protein),7.9g,21,12.7g,
5,速食食品,快餐食品,鸡肉汉堡(肯德基),能量与相关成分,脂肪(Fat),16.3g,4,13.1g,
6,速食食品,快餐食品,鸡肉汉堡(肯德基),能量与相关成分,胆固醇(Cholesterol),51mg,4,30mg,
7,速食食品,快餐食品,鸡肉汉堡(肯德基),能量与相关成分,灰分(Ash),1.5g,22,2.1g,
8,速食食品,快餐食品,鸡肉汉堡(肯德基),能量与相关成分,碳水化合物(CHO),31.0g,5,24.5g,
9,速食食品,快餐食品,鸡肉汉堡(肯德基),能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,速食食品,快餐食品,鸡肉汉堡(肯德基),维生素,胡萝卜素(Carotene),—,,,
11,速食食品,快餐食品,鸡肉汉堡(肯德基),维生素,维生素A(Vitamin),44.0μg,10,40.8μg,
12,速食食品,快餐食品,鸡肉汉堡(肯德基),维生素,α-TE,—,,,
13,速食食品,快餐食品,鸡肉汉堡(肯德基),维生素,硫胺素(Thiamin),0.07mg,17,0.15mg,
14,速食食品,快餐食品,鸡肉汉堡(肯德基),维生素,核黄素(Riboflavin),0.05mg,18,0.15mg,
15,速食食品,快餐食品,鸡肉汉堡(肯德基),维生素,烟酸(Niacin),1.58mg,17,2.36mg,
16,速食食品,快餐食品,鸡肉汉堡(肯德基),维生素,维生素C(Vitamin C),Tr,,,
17,速食食品,快餐食品,鸡肉汉堡(肯德基),矿物质,钙(Ca),22mg,18,61mg,
18,速食食品,快餐食品,鸡肉汉堡(肯德基),矿物质,磷(P),92mg,18,116mg,
19,速食食品,快餐食品,鸡肉汉堡(肯德基),矿物质,钾(K),102mg,19,142mg,
20,速食食品,快餐食品,鸡肉汉堡(肯德基),矿物质,钠(Na),489.7mg,15,511.7mg,
21,速食食品,快餐食品,鸡肉汉堡(肯德基),矿物质,镁(Mg),14mg,12,12mg,
22,速食食品,快餐食品,鸡肉汉堡(肯德基),矿物质,铁(Fe),0.7mg,24,1.8mg,
23,速食食品,快餐食品,鸡肉汉堡(肯德基),矿物质,锌(Zn),0.52mg,16,1.09mg,
24,速食食品,快餐食品,鸡肉汉堡(肯德基),矿物质,硒(Se),—,,,
25,速食食品,快餐食品,鸡肉汉堡(肯德基),矿物质,铜(Cu),0.06mg,15,0.06mg,
26,速食食品,快餐食品,鸡肉汉堡(肯德基),矿物质,锰(Mn),0.24mg,4,0.14mg,
27,速食食品,快餐食品,鸡肉汉堡(肯德基),矿物质,碘(I),—,,,
28,速食食品,快餐食品,鸡肉汉堡(肯德基),脂肪酸,饱和脂肪酸(SFA),—,,,
29,速食食品,快餐食品,鸡肉汉堡(肯德基),脂肪酸,单不饱和脂肪酸(MUFA),—,,,
30,速食食品,快餐食品,鸡肉汉堡(肯德基),脂肪酸,多不饱和脂肪酸(PUFA),—,,,
31,速食食品,快餐食品,鸡肉汉堡(肯德基),脂肪酸,合计(Total),—,,,
0,禽肉类及制品,鸡,鸡(乌骨鸡),类型,项目,含量,同类排名,同类均值,含量水平
1,禽肉类及制品,鸡,鸡(乌骨鸡),能量与相关成分,食部(Edible),48%,15,79%,
2,禽肉类及制品,鸡,鸡(乌骨鸡),能量与相关成分,水分(Water),73.9g,3,63.5g,
3,禽肉类及制品,鸡,鸡(乌骨鸡),能量与相关成分,能量(Energy),469kJ,14,811kJ,
4,禽肉类及制品,鸡,鸡(乌骨鸡),能量与相关成分,蛋白质(Protein),22.3g,4,18.3g,
5,禽肉类及制品,鸡,鸡(乌骨鸡),能量与相关成分,脂肪(Fat),2.3g,14,10.8g,
6,禽肉类及制品,鸡,鸡(乌骨鸡),能量与相关成分,胆固醇(Cholesterol),106mg,8,145mg,
7,禽肉类及制品,鸡,鸡(乌骨鸡),能量与相关成分,灰分(Ash),1.2g,5,1.5g,
8,禽肉类及制品,鸡,鸡(乌骨鸡),能量与相关成分,碳水化合物(CHO),0.3g,11,6.0g,
9,禽肉类及制品,鸡,鸡(乌骨鸡),能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,禽肉类及制品,鸡,鸡(乌骨鸡),维生素,胡萝卜素(Carotene),,,,
11,禽肉类及制品,鸡,鸡(乌骨鸡),维生素,维生素A(Vitamin),,,,
12,禽肉类及制品,鸡,鸡(乌骨鸡),维生素,α-TE,—,,,
13,禽肉类及制品,鸡,鸡(乌骨鸡),维生素,硫胺素(Thiamin),0.02mg,11,0.09mg,
14,禽肉类及制品,鸡,鸡(乌骨鸡),维生素,核黄素(Riboflavin),0.20mg,3,0.19mg,
15,禽肉类及制品,鸡,鸡(乌骨鸡),维生素,烟酸(Niacin),7.10mg,7,7.11mg,
16,禽肉类及制品,鸡,鸡(乌骨鸡),维生素,维生素C(Vitamin C),,,,
17,禽肉类及制品,鸡,鸡(乌骨鸡),矿物质,钙(Ca),17mg,7,22mg,
18,禽肉类及制品,鸡,鸡(乌骨鸡),矿物质,磷(P),210mg,3,150mg,
19,禽肉类及制品,鸡,鸡(乌骨鸡),矿物质,钾(K),323mg,2,208mg,
20,禽肉类及制品,鸡,鸡(乌骨鸡),矿物质,钠(Na),64.0mg,11,280.8mg,
21,禽肉类及制品,鸡,鸡(乌骨鸡),矿物质,镁(Mg),51mg,1,21mg,
22,禽肉类及制品,鸡,鸡(乌骨鸡),矿物质,铁(Fe),2.3mg,7,4.7mg,
23,禽肉类及制品,鸡,鸡(乌骨鸡),矿物质,锌(Zn),1.60mg,5,1.42mg,
24,禽肉类及制品,鸡,鸡(乌骨鸡),矿物质,硒(Se),7.70μg,11,10.79μg,
25,禽肉类及制品,鸡,鸡(乌骨鸡),矿物质,铜(Cu),0.26mg,4,0.25mg,
26,禽肉类及制品,鸡,鸡(乌骨鸡),矿物质,锰(Mn),0.05mg,5,0.09mg,
27,禽肉类及制品,鸡,鸡(乌骨鸡),矿物质,碘(I),,,,
28,禽肉类及制品,鸡,鸡(乌骨鸡),脂肪酸,饱和脂肪酸(SFA),58.2%,1,32.0%,
29,禽肉类及制品,鸡,鸡(乌骨鸡),脂肪酸,单不饱和脂肪酸(MUFA),29.5%,12,36.9%,
30,禽肉类及制品,鸡,鸡(乌骨鸡),脂肪酸,多不饱和脂肪酸(PUFA),8.3%,12,16.9%,
31,禽肉类及制品,鸡,鸡(乌骨鸡),脂肪酸,合计(Total),96.1%,12,85.8%,
0,谷类及制品,小麦,小麦粉(富强粉，特一粉),类型,项目,含量,同类排名,同类均值,含量水平
1,谷类及制品,小麦,小麦粉(富强粉，特一粉),能量与相关成分,食部(Edible),100%,1,100%,
2,谷类及制品,小麦,小麦粉(富强粉，特一粉),能量与相关成分,水分(Water),12.7g,14,26.6g,
3,谷类及制品,小麦,小麦粉(富强粉，特一粉),能量与相关成分,能量(Energy),1494kJ,7,1310kJ,
4,谷类及制品,小麦,小麦粉(富强粉，特一粉),能量与相关成分,蛋白质(Protein),10.3g,6,10.3g,
5,谷类及制品,小麦,小麦粉(富强粉，特一粉),能量与相关成分,脂肪(Fat),1.1g,9,3.9g,
6,谷类及制品,小麦,小麦粉(富强粉，特一粉),能量与相关成分,胆固醇(Cholesterol),,,,
7,谷类及制品,小麦,小麦粉(富强粉，特一粉),能量与相关成分,灰分(Ash),0.7g,14,1.0g,
8,谷类及制品,小麦,小麦粉(富强粉，特一粉),能量与相关成分,碳水化合物(CHO),75.2g,6,58.1g,
9,谷类及制品,小麦,小麦粉(富强粉，特一粉),能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,谷类及制品,小麦,小麦粉(富强粉，特一粉),维生素,胡萝卜素(Carotene),,,,
11,谷类及制品,小麦,小麦粉(富强粉，特一粉),维生素,维生素A(Vitamin),,,,
12,谷类及制品,小麦,小麦粉(富强粉，特一粉),维生素,α-TE,—,,,
13,谷类及制品,小麦,小麦粉(富强粉，特一粉),维生素,硫胺素(Thiamin),0.17mg,9,0.13mg,
14,谷类及制品,小麦,小麦粉(富强粉，特一粉),维生素,核黄素(Riboflavin),0.06mg,7,0.05mg,
15,谷类及制品,小麦,小麦粉(富强粉，特一粉),维生素,烟酸(Niacin),2.00mg,8,1.33mg,
16,谷类及制品,小麦,小麦粉(富强粉，特一粉),维生素,维生素C(Vitamin C),,,,
17,谷类及制品,小麦,小麦粉(富强粉，特一粉),矿物质,钙(Ca),27mg,8,26mg,
18,谷类及制品,小麦,小麦粉(富强粉，特一粉),矿物质,磷(P),114mg,12,121mg,
19,谷类及制品,小麦,小麦粉(富强粉，特一粉),矿物质,钾(K),128mg,13,132mg,
